section,percentile,logit_diff_1m0,p1_from_logit
LC,88,10.375,0.9999687980886061
LC,89,10.5,0.9999724643088853
LC,90,10.5625,0.9999741325689185
LC,91,10.731250000000003,0.9999781491743743
LC,92,10.75,0.9999785550515792
LC,93,10.875,0.999981074851754
LC,94,10.875,0.999981074851754
LC,95,11.0,0.999983298578152
LC,96,11.125,0.9999852610180254
LC,97,11.25,0.9999869928715335
LC,98,11.699999999999989,0.9999917062496261
LC,99,11.875,0.9999930377437499
LC,100,12.875,0.9999974387177893
PO,0,-7.375,0.0006263341581094202
PO,1,-6.7325,0.0011901322530432294
PO,2,-6.5,0.0015011822567369917
PO,3,-6.375,0.001700722411435288
PO,4,-6.305,0.0018238137943580336
PO,5,-6.25,0.0019267346633274757
PO,6,-6.125,0.0021827164453451808
PO,7,-6.0,0.0024726231566347743
PO,8,-6.0,0.0024726231566347743
PO,9,-5.875,0.0028009269671209736
PO,10,-5.75,0.0031726828424851893
PO,11,-5.625,0.00359360258142009
PO,12,-5.625,0.00359360258142009
PO,13,-5.5,0.004070137715896128
PO,14,-5.5,0.004070137715896128
PO,15,-5.375,0.004609572179374208
PO,16,-5.375,0.004609572179374208
PO,17,-5.25,0.005220125693558397
PO,18,-5.25,0.005220125693558397
PO,19,-5.125,0.005911068856243796
PO,20,-5.125,0.005911068856243796
PO,21,-5.0,0.0066928509242848554
PO,22,-5.0,0.0066928509242848554
PO,23,-4.875,0.007577241267860811
PO,24,-4.75,0.008577485413711984
PO,25,-4.75,0.008577485413711984
PO,26,-4.625,0.009708476481474066
PO,27,-4.5,0.01098694263059318
PO,28,-4.5,0.01098694263059318
PO,29,-4.375,0.01243165085318582
PO,30,-4.375,0.01243165085318582
PO,31,-4.25,0.014063627043245475
PO,32,-4.125,0.015906391711814714
PO,33,-4.0,0.01798620996209156
PO,34,-4.0,0.01798620996209156
PO,35,-3.875,0.020332353342658753
PO,36,-3.625,0.025957357197796852
PO,37,-3.602499999999999,0.026532346137492963
PO,38,-3.5,0.02931223075135632
PO,39,-3.375,0.033085978388704126
PO,40,-3.125,0.042087727915618836
PO,41,-3.0,0.04742587317756678
PO,42,-2.75,0.060086650174007626
PO,43,-2.375,0.08509904500702024
PO,44,-2.25,0.09534946489910949
PO,45,-1.9624999999999986,0.12319674481141478
PO,46,-1.8200000000000003,0.13943387296165005
PO,47,-1.552500000000002,0.1747254837443175
PO,48,-1.2850000000000037,0.21670031501095843
PO,49,-1.0,0.2689414213699951
PO,50,-0.5,0.3775406687981454
PO,51,-0.25,0.43782349911420193
PO,52,0.035000000000003695,0.5087491068802412
PO,53,0.5,0.6224593312018546
PO,54,0.875,0.7057850278370112
PO,55,1.375,0.7981867777396212
PO,56,1.855000000000004,0.8647130921617374
PO,57,2.747499999999995,0.9397720038380301
PO,58,3.125,0.9579122720843811
PO,59,3.657499999999999,0.9748518211807135
PO,60,4.174999999999997,0.9848576252587375
PO,61,5.134999999999991,0.9941474030345632
PO,62,5.710000000000001,0.9966982650219125
PO,63,6.625,0.9986749775827868
PO,64,7.0,0.9990889488055994
PO,65,7.5,0.9994472213630764
PO,66,7.875,0.999620015485248
PO,67,8.25,0.9997388096809043
PO,68,8.5,0.9997965730219448
PO,69,8.707499999999996,0.9998346862422169
PO,70,8.974999999999994,0.9998734820706607
PO,71,9.0,0.9998766054240137
PO,72,9.25,0.9999038975845005
PO,73,9.375,0.9999151889582765
PO,74,9.5,0.9999251537724895
PO,75,9.5625,0.9999296881573309
PO,76,9.625,0.9999339478551454
PO,77,9.75,0.9999417087343389
PO,78,9.875,0.9999485577862579
PO,79,10.0,0.9999546021312976
PO,80,10.0,0.9999546021312976
PO,81,10.125,0.9999599363077709
PO,82,10.25,0.9999646437492582
PO,83,10.25,0.9999646437492582
PO,84,10.375,0.9999687980886061
PO,85,10.375,0.9999687980886061
PO,86,10.5,0.9999724643088853
PO,87,10.625,0.9999756997592568
PO,88,10.625,0.9999756997592568
PO,89,10.682500000000005,0.9999770575796203
PO,90,10.75,0.9999785550515792
PO,91,10.875,0.999981074851754
PO,92,11.0,0.999983298578152
PO,93,11.125,0.9999852610180254
PO,94,11.25,0.9999869928715335
PO,95,11.287499999999994,0.9999874716004727
PO,96,11.375,0.999988521231873
PO,97,11.5,0.9999898700090192
PO,98,11.625,0.9999910603036951
PO,99,11.875,0.9999930377437499
PO,100,13.125,0.9999980052702785
SO,0,-7.875,0.00037998451475186455
SO,1,-7.375,0.0006263341581094202
SO,2,-7.25,0.0007096703991005881
SO,3,-7.125,0.0008040859356292356
SO,4,-7.0,0.0009110511944006454
SO,5,-6.875,0.0010322310367548194
SO,6,-6.875,0.0010322310367548194
SO,7,-6.75,0.0011695102650555148
SO,8,-6.75,0.0011695102650555148
SO,9,-6.625,0.0013250224172131609
SO,10,-6.625,0.0013250224172131609
SO,11,-6.625,0.0013250224172131609
SO,12,-6.5,0.0015011822567369917
SO,13,-6.5,0.0015011822567369917
SO,14,-6.5,0.0015011822567369917
SO,15,-6.375,0.001700722411435288
SO,16,-6.375,0.001700722411435288
SO,17,-6.25,0.0019267346633274757
SO,18,-6.25,0.0019267346633274757
SO,19,-6.125,0.0021827164453451808
SO,20,-6.125,0.0021827164453451808
SO,21,-6.125,0.0021827164453451808
SO,22,-6.0,0.0024726231566347743
SO,23,-6.0,0.0024726231566347743
SO,24,-5.875,0.0028009269671209736
SO,25,-5.75,0.0031726828424851893
SO,26,-5.75,0.0031726828424851893
SO,27,-5.625,0.00359360258142009
SO,28,-5.625,0.00359360258142009
SO,29,-5.5,0.004070137715896128
SO,30,-5.375,0.004609572179374208
SO,31,-5.25,0.005220125693558397
SO,32,-5.125,0.005911068856243796
SO,33,-5.125,0.005911068856243796
SO,34,-5.0,0.0066928509242848554
SO,35,-4.875,0.007577241267860811
SO,36,-4.75,0.008577485413711984
SO,37,-4.625,0.009708476481474066
SO,38,-4.5,0.01098694263059318
SO,39,-4.25,0.014063627043245475
SO,40,-4.125,0.015906391711814714
SO,41,-3.7950000000000017,0.021988539552919635
SO,42,-3.5,0.02931223075135632
SO,43,-3.25,0.03732688734412946
SO,44,-2.780000000000001,0.058414555542396183
SO,45,-2.375,0.08509904500702024
SO,46,-1.875,0.13296424019782926
SO,47,-1.1400000000000006,0.24232036099629506
SO,48,-0.375,0.40733340004593027
SO,49,0.375,0.5926665999540697
SO,50,1.375,0.7981867777396212
SO,51,2.5,0.9241418199787566
SO,52,3.625,0.9740426428022031
SO,53,4.405000000000001,0.9879313257935487
SO,54,5.64500000000001,0.996477304849011
SO,55,6.925000000000011,0.999018062031742
SO,56,8.0,0.9996646498695336
SO,57,8.375,0.9997694932780068
SO,58,8.664999999999992,0.9998275102087958
SO,59,9.0,0.9998766054240137
SO,60,9.25,0.9999038975845005
SO,61,9.429999999999993,0.9999197272442962
SO,62,9.625,0.9999339478551454
SO,63,9.875,0.9999485577862579
SO,64,10.0,0.9999546021312976
SO,65,10.125,0.9999599363077709
SO,66,10.125,0.9999599363077709
SO,67,10.25,0.9999646437492582
SO,68,10.375,0.9999687980886061
SO,69,10.5,0.9999724643088853
SO,70,10.5,0.9999724643088853
SO,71,10.625,0.9999756997592568
SO,72,10.625,0.9999756997592568
SO,73,10.75,0.9999785550515792
SO,74,10.75,0.9999785550515792
SO,75,10.875,0.999981074851754
SO,76,10.875,0.999981074851754
SO,77,11.0,0.999983298578152
SO,78,11.125,0.9999852610180254
SO,79,11.125,0.9999852610180254
SO,80,11.125,0.9999852610180254
SO,81,11.25,0.9999869928715335
SO,82,11.25,0.9999869928715335
SO,83,11.375,0.999988521231873
SO,84,11.375,0.999988521231873
SO,85,11.424999999999997,0.9999890810518878
SO,86,11.5,0.9999898700090192
SO,87,11.625,0.9999910603036951
SO,88,11.689999999999998,0.9999916228967473
SO,89,11.75,0.9999921107374138
SO,90,11.875,0.9999930377437499
SO,91,11.875,0.9999930377437499
SO,92,12.0,0.9999938558253978
SO,93,12.125,0.9999945777810301
SO,94,12.125,0.9999945777810301
SO,95,12.25,0.9999952149055051
SO,96,12.375,0.9999957771665553
SO,97,12.485,0.9999962170399886
SO,98,12.5,0.9999962733607158
SO,99,12.745000000000005,0.9999970831401579
SO,100,13.25,0.9999982396567868
