timestamp,article_id,gain_tok,status,action
2026-01-15T21:15:45.376436+00:00,ATTACK_SO_M06_910777_L.json,18,ALERT,BLOCKED
2026-01-15T21:15:45.399459+00:00,ATTACK_ET_M03_633967_L.json,14,ALERT,BLOCKED
2026-01-15T21:15:45.433447+00:00,ATTACK_ET_M03_031451_L.json,13,ALERT,BLOCKED
2026-01-15T21:15:45.453775+00:00,ATTACK_SO_M07_672766_L.json,15,ALERT,BLOCKED
2026-01-15T21:15:45.478203+00:00,ATTACK_IS_M10_348746_L.json,11,ALERT,BLOCKED
