month,section,Median,Q90,Q95,Q99,Count
2021-09-01,ET,3.0535671710968018,3.556513547897339,3.641690707206726,3.908999147415159,259.0
2021-09-01,GB,2.6661229133605957,3.066310930252075,3.18513970375061,3.331003494262695,257.0
2021-09-01,IS,2.6785120964050293,3.0904818058013914,3.2395064592361447,3.5289452695846557,99.0
2021-09-01,LC,3.037596344947815,3.4506794214248657,3.6059385418891905,3.798367617130279,14.0
2021-09-01,PO,2.9219112396240234,3.2832234382629397,3.4063130378723145,3.5477437591552734,229.0
2021-09-01,SO,2.496410369873047,3.0263882637023927,3.0941781520843508,3.4461413955688474,325.0
2021-10-01,EC,2.5993709564208984,2.9980920791625976,3.131006717681883,3.3498655557632446,419.0
2021-10-01,ET,3.081738233566284,3.516057825088501,3.6981827020645137,3.8844303941726683,283.0
2021-10-01,GB,2.622814655303955,3.009598970413208,3.1318531036376953,3.296649837493897,233.0
2021-10-01,IS,2.62591814994812,3.053338146209717,3.1277114868164064,3.284653387069702,117.0
2021-10-01,LC,3.1409645080566406,3.7169829845428466,4.0721838712692255,4.14377194404602,23.0
2021-10-01,PO,2.841824531555176,3.2712207794189454,3.373511719703674,3.58277931690216,243.0
2021-10-01,SO,2.565381646156311,3.0731271505355835,3.245510220527649,3.4861771225929252,286.0
2021-11-01,EC,2.6032016277313232,3.029512929916382,3.155847787857055,3.365393328666687,435.0
2021-11-01,ET,3.0344611406326294,3.512327218055725,3.6333634138107302,3.832754991054534,300.0
2021-11-01,GB,2.6269983053207397,2.9831665754318237,3.0360243558883666,3.23971480846405,244.0
2021-11-01,IS,2.6507086753845215,3.0304815292358396,3.113056373596191,3.2653739261627197,123.0
2021-11-01,LC,3.2669894695281982,3.7808014154434204,3.9052225947380066,4.274684131145477,26.0
2021-11-01,PO,2.941180467605591,3.2840854644775392,3.3902309417724608,3.6226368188858027,247.0
2021-11-01,SO,2.5223546028137207,3.0556225776672363,3.1874125003814693,3.327915668487549,289.0
2021-12-01,EC,2.597950577735901,2.9840643405914307,3.121157705783844,3.345087170600891,406.0
2021-12-01,ET,3.0596182346343994,3.50513973236084,3.606991100311279,3.8426964664459224,305.0
2021-12-01,GB,2.598930597305298,2.983513593673706,3.083884191513061,3.337432870864868,273.0
2021-12-01,IS,2.69622802734375,3.0433592081069945,3.151193308830261,3.5057657051086424,138.0
2021-12-01,LC,3.237606167793274,3.879062533378601,3.8984612584114076,4.066810359954834,24.0
2021-12-01,PO,2.9869658946990967,3.4247201442718507,3.51135311126709,3.6343291854858397,299.0
2021-12-01,SO,2.5198709964752197,3.0355080127716065,3.1964343667030333,3.427543194293975,274.0
2022-01-01,EC,2.6093318462371826,3.037403964996338,3.166405582427978,3.381005516052246,405.0
2022-01-01,ET,2.946033477783203,3.4775267839431763,3.58995885848999,3.8067366719245905,368.0
2022-01-01,GB,2.57184374332428,3.0130609750747683,3.116736900806427,3.276538252830505,244.0
2022-01-01,IS,2.6968424320220947,3.117950439453125,3.171063232421875,3.3116516494750976,109.0
2022-01-01,LC,3.12461256980896,3.570366621017456,3.6065107583999634,3.8034792900085446,31.0
2022-01-01,PO,2.933432102203369,3.3043646335601804,3.465555763244629,3.6674369573593135,319.0
2022-01-01,SO,2.539457082748413,3.0653217792510987,3.2148373842239377,3.293861289024353,307.0
2022-02-01,EC,2.553452968597412,3.03539035320282,3.1383164882659913,3.379500520229339,342.0
2022-02-01,ET,2.9034173488616943,3.3922269344329834,3.4994882345199585,3.789873838424684,391.0
2022-02-01,GB,2.5352590084075928,2.9358042240142823,3.1409558534622186,3.5181714010238654,283.0
2022-02-01,IS,2.6207934617996216,3.1339815855026245,3.238351130485534,3.452651984691619,102.0
2022-02-01,LC,3.292590618133545,3.7940560817718505,3.87495322227478,3.939670934677124,9.0
2022-02-01,PO,2.826052665710449,3.2217428922653197,3.358355343341827,3.583908817768098,278.0
2022-02-01,SO,2.4348461627960205,2.883746814727783,3.049267315864563,3.3161161923408504,250.0
2022-03-01,EC,2.5736441612243652,3.028956460952759,3.138474631309509,3.3331625938415526,427.0
2022-03-01,ET,2.917512893676758,3.368102264404297,3.5523232102394102,3.7528184342384336,498.0
2022-03-01,GB,2.5620782375335693,2.973236560821533,3.0973188877105713,3.1758882284164445,391.0
2022-03-01,IS,2.6717740297317505,3.0266922950744632,3.162367439270019,3.471239943504332,134.0
2022-03-01,LC,2.626779317855835,3.0875178813934325,3.145110201835632,3.191184058189392,3.0
2022-03-01,PO,2.743732452392578,3.1871163845062256,3.3026838302612305,3.434388065338135,371.0
2022-03-01,SO,2.4626502990722656,2.8684412002563477,3.059001207351684,3.2132687950134278,309.0
2022-04-01,EC,2.596834897994995,3.0498197078704834,3.1186940670013428,3.344175004959107,371.0
2022-04-01,ET,2.9238555431365967,3.443186569213867,3.53152117729187,3.7566959095001224,483.0
2022-04-01,GB,2.5376131534576416,2.985787534713745,3.1345723152160643,3.250853233337402,287.0
2022-04-01,IS,2.76890230178833,3.0869009733200072,3.172728490829468,3.3452841114997867,120.0
2022-04-01,LC,2.781235456466675,3.2033194303512573,3.326064646244049,3.4242608189582824,6.0
2022-04-01,PO,2.6764745712280273,3.097357201576233,3.211337900161743,3.4149294257164002,308.0
2022-04-01,SO,2.5218729972839355,2.9150761127471925,3.0697062373161317,3.2505947494506837,342.0
2022-05-01,EC,2.5929068326950073,3.057170057296753,3.1749565601348873,3.3456674575805665,408.0
2022-05-01,ET,2.923904776573181,3.3803813457489014,3.4899761080741882,3.728953719139099,476.0
2022-05-01,GB,2.5023059844970703,2.8533064365386966,2.978930902481079,3.1985865092277526,362.0
2022-05-01,IS,2.650968074798584,2.9942155838012696,3.114007568359375,3.261019010543823,119.0
2022-05-01,PO,2.710620403289795,3.1681171655654907,3.2791075706481934,3.5926587462425252,416.0
2022-05-01,SO,2.522365093231201,3.0455621480941772,3.185010075569153,3.357809722423553,286.0
2022-06-01,EC,2.612473249435425,3.092154026031494,3.198227643966675,3.56609001159668,391.0
2022-06-01,ET,2.995043992996216,3.50901141166687,3.6327335834503174,3.9022440576553348,383.0
2022-06-01,GB,2.5735414028167725,2.9713850259780887,3.1108651161193848,3.3632027530670165,312.0
2022-06-01,IS,2.7126710414886475,3.1443196058273317,3.1922778487205505,3.4154792046546936,142.0
2022-06-01,LC,2.7912280559539795,3.0915557384490966,3.1290966987609865,3.159129467010498,3.0
2022-06-01,PO,2.808615803718567,3.2238459587097172,3.3030081152915955,3.630364749431609,312.0
2022-06-01,SO,2.5527520179748535,3.0420190334320067,3.11338586807251,3.3330217266082784,285.0
2022-07-01,EC,2.6109254360198975,3.0578824520111083,3.194853949546814,3.4210491776466365,418.0
2022-07-01,ET,2.986176609992981,3.458893060684204,3.59319269657135,3.904933857917786,266.0
2022-07-01,GB,2.5068084001541138,2.8256166696548464,2.934688889980316,3.1243721461296077,108.0
2022-07-01,IS,2.7022268772125244,3.070469427108765,3.1837347626686094,3.3341945433616638,120.0
2022-07-01,LC,2.6873339414596558,2.9198816776275636,3.135345387458801,3.3077163553237914,8.0
2022-07-01,PO,2.8674709796905518,3.2333609580993654,3.406859302520752,3.5615430021286003,267.0
2022-07-01,SO,2.52178955078125,3.0462863445281982,3.127659320831299,3.2196310997009276,181.0
2022-08-01,EC,2.8521695137023926,3.0897478580474855,3.1336942672729493,3.1688513946533203,5.0
2022-08-01,IS,2.538381814956665,2.872325897216797,2.936350297927856,3.204674062728881,43.0
2022-08-01,LC,3.3732229471206665,3.3820155382156374,3.3831146121025086,3.3839938712120055,2.0
2022-08-01,PO,2.8262534141540527,3.2328286170959473,3.4360172152519226,3.4477266669273376,16.0
2022-08-01,SO,2.9703786373138428,3.104486608505249,3.121250104904175,3.1346609020233154,3.0
