week_start,section,Median,Q75,Q90,Q95,Q99,Count,Mean
2007-02-06,PO,3.1092472076416016,3.18047559261322,3.187331533432007,3.189616847038269,3.1914450979232787,4.0,3.08161997795105
2007-02-13,PO,2.9214890003204346,3.1987680196762085,3.365135431289673,3.4205912351608276,3.4649558782577516,3.0,2.9520554542541504
2007-02-20,PO,3.0237557888031006,3.1339012384414673,3.199988508224487,3.222017598152161,3.2396408700942994,2.0,3.0237557888031006
2007-02-27,PO,2.935275435447693,2.9802387356758118,3.007216715812683,3.016209375858307,3.023403503894806,2.0,2.935275435447693
2007-03-06,PO,3.341073513031006,3.440870523452759,3.5007487297058106,3.520708131790161,3.5366756534576416,3.0,3.2359886964162192
2007-03-13,PO,3.0761640071868896,3.1312499046325684,3.1643014430999754,3.1753186225891112,3.1841323661804197,3.0,2.9969683488210044
2007-03-20,PO,2.8997857570648193,2.9484721422195435,2.977683973312378,2.987421250343323,2.9952110719680785,2.0,2.8997857570648193
2007-03-27,PO,3.3059661388397217,3.3059661388397217,3.3059661388397217,3.3059661388397217,3.3059661388397217,2.0,3.3059661388397217
2007-04-03,PO,2.858682632446289,2.978649139404297,3.0506290435791015,3.0746223449707033,3.0938169860839846,3.0,2.848052501678467
2007-04-10,PO,2.6575095653533936,2.6575095653533936,2.6575095653533936,2.6575095653533936,2.6575095653533936,1.0,2.6575095653533936
2007-04-17,LC,3.2105109691619873,3.2105109691619873,3.2105109691619873,3.2105109691619873,3.2105109691619873,1.0,3.2105109691619873
2007-04-17,PO,2.9580979347229004,3.098092198371887,3.182088756561279,3.210087609291077,3.2324866914749144,3.0,3.0441736380259194
2007-04-24,PO,2.878467321395874,3.0488396883010864,3.151063108444214,3.1851375818252565,3.2123971605300903,3.0,2.9891508420308432
2007-05-01,PO,3.0976407527923584,3.246526598930359,3.3279929161071777,3.3550853729248047,3.376759338378906,6.0,3.096894383430481
2007-05-08,PO,3.2580857276916504,3.373495578765869,3.4427414894104005,3.465823459625244,3.484289035797119,3.0,3.1657981077829995
2007-05-15,PO,2.813959836959839,2.813959836959839,2.813959836959839,2.813959836959839,2.813959836959839,1.0,2.813959836959839
2007-05-29,PO,2.251481056213379,2.251481056213379,2.251481056213379,2.251481056213379,2.251481056213379,1.0,2.251481056213379
2007-06-05,PO,3.275684356689453,3.307830333709717,3.327117919921875,3.3335471153259277,3.33869047164917,2.0,3.275684356689453
2007-06-12,PO,2.6967915296554565,2.8767759203910828,3.115410876274109,3.1949558615684506,3.2585918498039246,4.0,2.6180912852287292
2007-06-19,PO,3.4423846006393433,3.5153916478157043,3.559195876121521,3.573797285556793,3.585478413105011,2.0,3.4423846006393433
2007-06-26,PO,2.9813648462295532,3.0224472880363464,3.0470967531204223,3.055313241481781,3.061886432170868,2.0,2.9813648462295532
2007-07-03,PO,3.0339417457580566,3.2286689281463623,3.3455052375793457,3.384450674057007,3.4156070232391356,3.0,3.1145328680674234
2007-07-10,PO,3.1295042037963867,3.163607954978943,3.1928536891937256,3.20260226726532,3.2104011297225954,4.0,3.1006661653518677
2007-07-17,PO,3.3673311471939087,3.4187156558036804,3.4495463609695434,3.459823262691498,3.468044784069061,2.0,3.3673311471939087
2007-07-24,PO,2.077418327331543,2.077418327331543,2.077418327331543,2.077418327331543,2.077418327331543,1.0,2.077418327331543
2007-08-07,LC,3.154029369354248,3.154029369354248,3.154029369354248,3.154029369354248,3.154029369354248,1.0,3.154029369354248
2007-08-07,PO,2.619337558746338,2.8020169734954834,3.1309928417205812,3.2406514644622804,3.3283783626556396,5.0,2.7903822898864745
2007-08-14,PO,3.041498064994812,3.1081590056419373,3.1481555700302124,3.1614877581596375,3.1721535086631776,2.0,3.041498064994812
2007-08-21,PO,2.716359853744507,2.868236541748047,2.9593625545501707,2.989737892150879,3.0140381622314454,3.0,2.8161149819691977
2007-08-28,PO,3.071000814437866,3.2146244049072266,3.3007985591888427,3.329523277282715,3.3525030517578127,2.0,3.071000814437866
2007-09-04,PO,2.6310548782348633,2.6310548782348633,2.6310548782348633,2.6310548782348633,2.6310548782348633,1.0,2.6310548782348633
2007-09-11,PO,2.7377066612243652,2.7816957235336304,2.8080891609191894,2.8168869733810427,2.8239252233505248,3.0,2.7259267965952554
2007-09-18,PO,3.1917805671691895,3.1917805671691895,3.1917805671691895,3.1917805671691895,3.1917805671691895,1.0,3.1917805671691895
2007-10-02,PO,2.9391772747039795,3.0828089714050293,3.168987989425659,3.197714328765869,3.220695400238037,2.0,2.9391772747039795
2007-10-09,PO,2.8521676063537598,2.999847412109375,3.0884552955627442,3.117991256713867,3.1416200256347655,2.0,2.8521676063537598
2007-10-16,PO,2.9333293437957764,2.9333293437957764,2.9333293437957764,2.9333293437957764,2.9333293437957764,3.0,2.8479720751444497
2007-10-23,PO,2.689818024635315,2.8130451440811157,2.9821313858032226,3.038493466377258,3.083583130836487,4.0,2.768349766731262
2007-10-30,PO,2.8417662382125854,3.0899359583854675,3.2774729013442996,3.33998521566391,3.389995067119598,4.0,2.8131203651428223
2007-11-06,PO,2.980422019958496,3.0617124438285828,3.0942370176315306,3.1050785422325133,3.1137517619132997,4.0,2.97341650724411
2007-11-13,PO,2.6927313804626465,2.7111111879348755,2.722139072418213,2.725815033912659,2.7287558031082155,2.0,2.6927313804626465
2007-11-20,PO,3.2389148473739624,3.320782721042633,3.3699034452438354,3.3862770199775696,3.399375879764557,2.0,3.2389148473739624
2007-11-27,PO,2.873844861984253,2.9910826086997986,3.054501938819885,3.0756417155265807,3.0925535368919372,4.0,2.8057849407196045
2007-12-04,PO,2.878753423690796,3.078565835952759,3.230827808380127,3.2528347969055176,3.27044038772583,11.0,2.882157954302701
2007-12-11,PO,3.0474979877471924,3.161350667476654,3.1949086427688598,3.2060946345329286,3.2150434279441833,4.0,3.0289162397384644
2007-12-18,PO,2.9203388690948486,3.1378403902053833,3.1639145851135253,3.1737954139709474,3.1817000770568846,7.0,2.804982764380319
2007-12-25,PO,2.9373044967651367,2.949211835861206,3.214827632904053,3.303366231918335,3.3741971111297606,5.0,2.9599701404571532
2008-01-01,PO,3.091808795928955,3.212453842163086,3.317776823043823,3.3528844833374025,3.3809706115722657,5.0,3.0002027988433837
2008-01-08,PO,3.073944091796875,3.2071022987365723,3.2869972229003905,3.3136288642883303,3.3349341773986816,3.0,2.9890290896097818
2008-01-15,PO,2.5996575355529785,3.003161907196045,3.0253246784210206,3.0327122688293455,3.038622341156006,5.0,2.7603463649749758
2008-01-22,PO,2.757195472717285,2.9418073892593384,3.0525745391845702,3.089496922492981,3.1190348291397094,3.0,2.7983388900756836
2008-01-29,PO,3.2851738929748535,3.3699199557304382,3.4790587186813355,3.5154383063316343,3.5445419764518737,4.0,3.2815051674842834
2008-02-05,PO,3.027285933494568,3.0792946219444275,3.1104998350143434,3.120901572704315,3.129222962856293,2.0,3.027285933494568
2008-02-12,LC,3.0629825592041016,3.0629825592041016,3.0629825592041016,3.0629825592041016,3.0629825592041016,1.0,3.0629825592041016
2008-02-12,PO,3.1278916597366333,3.156994879245758,3.233194351196289,3.270271420478821,3.299933075904846,6.0,2.9642353852589927
2008-02-19,LC,2.877373218536377,2.877373218536377,2.877373218536377,2.877373218536377,2.877373218536377,1.0,2.877373218536377
2008-02-19,PO,3.049468994140625,3.3272589445114136,3.56378493309021,3.642626929283142,3.7057005262374876,4.0,3.16483473777771
2008-02-26,PO,3.0379533767700195,3.0800251960754395,3.1065205574035644,3.1153523445129396,3.1224177742004393,5.0,3.0593841552734373
2008-03-04,PO,3.0333337783813477,3.074732542037964,3.154000759124756,3.1804234981536865,3.201561689376831,5.0,2.8797421932220457
2008-03-11,PO,2.3470804691314697,2.617224872112274,3.0903183698654177,3.248016202449798,3.374174468517303,4.0,2.5891327261924744
2008-03-18,PO,3.030139207839966,3.041489601135254,3.1831854820251464,3.2304174423217775,3.2682030105590822,5.0,2.822517156600952
2008-03-25,PO,2.9610947370529175,3.0369045734405518,3.2349802255630493,3.334018051624298,3.4132483124732973,6.0,2.927193840344747
2008-04-01,EC,2.620445966720581,2.620445966720581,2.620445966720581,2.620445966720581,2.620445966720581,1.0,2.620445966720581
2008-04-01,PO,3.125845432281494,3.21906316280365,3.2749938011169433,3.2936373472213747,3.3085521841049195,3.0,2.9759729703267417
2008-04-08,PO,3.0634195804595947,3.0965731143951416,3.1164652347564696,3.1230959415435793,3.1284005069732665,3.0,3.0331949392954507
2008-04-15,PO,2.389414072036743,2.389414072036743,2.389414072036743,2.389414072036743,2.389414072036743,1.0,2.389414072036743
2008-04-22,PO,2.8920974731445312,3.049362897872925,3.181641149520874,3.2257339000701903,3.2610081005096436,5.0,2.9949013710021974
2008-04-29,PO,3.2591490745544434,3.2591490745544434,3.2591490745544434,3.2591490745544434,3.2591490745544434,1.0,3.2591490745544434
2008-05-06,PO,2.81839656829834,3.3862032890319824,3.4881794452667236,3.5221714973449707,3.5493651390075684,5.0,3.0448648929595947
2008-05-13,PO,3.1243791580200195,3.2157416343688965,3.298051691055298,3.3254883766174315,3.3474377250671385,5.0,3.029916763305664
2008-05-20,PO,3.0832996368408203,3.0832996368408203,3.0832996368408203,3.0832996368408203,3.0832996368408203,3.0,3.0418894290924072
2008-05-27,PO,3.127952814102173,3.453338861465454,3.6277888774871827,3.6859388828277586,3.73245888710022,5.0,3.219691753387451
2008-06-10,PO,2.7913440465927124,3.02094566822052,3.149604558944702,3.19404673576355,3.2296004772186278,6.0,2.750669260819753
2008-06-17,PO,3.0902072191238403,3.2687357664108276,3.3328210353851317,3.3541827917098996,3.371272196769714,4.0,3.0363322496414185
2008-06-24,PO,3.2703723907470703,3.4344472885131836,3.450715208053589,3.456137847900391,3.460475959777832,4.0,3.1934332251548767
2008-07-01,PO,3.120635151863098,3.1792975068092346,3.2144949197769166,3.2262273907661436,3.2356133675575256,2.0,3.120635151863098
2008-07-08,PO,2.786209464073181,2.8070619702339172,2.819573473930359,2.823743975162506,2.8270803761482237,2.0,2.786209464073181
2008-07-15,PO,2.8889999389648438,3.1257556676864624,3.340010166168213,3.361319422721863,3.3783668279647827,7.0,2.9899353299822127
2008-07-22,PO,2.9882601499557495,3.0432719588279724,3.076279044151306,3.0872814059257507,3.0960832953453066,2.0,2.9882601499557495
2008-07-29,PO,2.679971218109131,3.0108669996261597,3.209404468536377,3.2755836248397827,3.3285269498825074,3.0,2.873313585917155
2008-08-05,PO,3.1391563415527344,3.2018866539001465,3.2395248413085938,3.252070903778076,3.262107753753662,3.0,3.0111404259999595
2008-08-12,LC,2.42452073097229,2.42452073097229,2.42452073097229,2.42452073097229,2.42452073097229,1.0,2.42452073097229
2008-08-12,PO,2.702730655670166,2.753892183303833,2.784589099884033,2.7948214054107665,2.803007249832153,2.0,2.702730655670166
2008-08-19,PO,2.868257522583008,3.0099819898605347,3.095016670227051,3.1233615636825562,3.1460374784469605,3.0,2.922665993372599
2008-08-26,LC,3.6285593509674072,3.6285593509674072,3.6285593509674072,3.6285593509674072,3.6285593509674072,1.0,3.6285593509674072
2008-08-26,PO,2.9874603748321533,2.9874603748321533,2.9874603748321533,2.9874603748321533,2.9874603748321533,1.0,2.9874603748321533
2008-09-02,PO,2.6935577392578125,2.9325101375579834,2.960140895843506,2.9693511486053468,2.9767193508148195,5.0,2.722159719467163
2008-09-09,PO,2.774204969406128,2.774204969406128,2.774204969406128,2.774204969406128,2.774204969406128,1.0,2.774204969406128
2008-09-16,PO,2.9940919876098633,2.9940919876098633,2.9940919876098633,2.9940919876098633,2.9940919876098633,1.0,2.9940919876098633
2008-09-23,PO,2.85876202583313,2.85876202583313,2.85876202583313,2.85876202583313,2.85876202583313,1.0,2.85876202583313
2008-09-30,PO,3.2710494995117188,3.460367202758789,3.6332186222076417,3.6908357620239256,3.736929473876953,5.0,3.3020466804504394
2008-10-07,PO,2.7689483165740967,2.9666555523872375,3.077340340614319,3.1142352700233458,3.1437512135505674,4.0,2.820942759513855
2008-10-14,PO,3.0770373344421387,3.214171886444092,3.2964526176452638,3.323879528045654,3.345821056365967,2.0,3.0770373344421387
2008-10-21,PO,2.2900614738464355,2.654144585132599,2.9962053060531617,3.1102255463600157,3.201441738605499,4.0,2.4800952076911926
2008-10-28,LC,1.9210184812545776,1.9210184812545776,1.9210184812545776,1.9210184812545776,1.9210184812545776,1.0,1.9210184812545776
2008-10-28,PO,3.3867859840393066,3.3867859840393066,3.3867859840393066,3.3867859840393066,3.3867859840393066,1.0,3.3867859840393066
2008-11-04,PO,3.3396384716033936,3.3396384716033936,3.3396384716033936,3.3396384716033936,3.3396384716033936,1.0,3.3396384716033936
2008-11-11,PO,3.3139753341674805,3.4458149671554565,3.5249187469482424,3.5512866735458375,3.5723810148239137,2.0,3.3139753341674805
2008-11-18,LC,2.6338210105895996,2.6338210105895996,2.6338210105895996,2.6338210105895996,2.6338210105895996,1.0,2.6338210105895996
2008-11-18,PO,3.4296927452087402,3.4844706058502197,3.577408790588379,3.6083881855010986,3.6331717014312743,5.0,3.307847785949707
2008-11-25,PO,2.5989619493484497,2.7127334475517273,2.7809963464736938,2.8037506461143495,2.821954085826874,2.0,2.5989619493484497
2008-12-02,PO,2.634993553161621,2.634993553161621,2.634993553161621,2.634993553161621,2.634993553161621,1.0,2.634993553161621
2008-12-09,PO,3.2727062702178955,3.2727062702178955,3.2727062702178955,3.2727062702178955,3.2727062702178955,1.0,3.2727062702178955
2008-12-23,PO,3.032459020614624,3.127002477645874,3.2476089000701904,3.287811040878296,3.3199727535247803,5.0,2.9211960792541505
2008-12-30,PO,3.1043448448181152,3.140955328941345,3.1877002239227297,3.203281855583191,3.21574716091156,4.0,3.1122363805770874
2009-01-06,PO,3.335049033164978,3.3642496466636658,3.4103981256484985,3.425780951976776,3.438087213039398,4.0,3.169515311717987
2009-01-13,PO,3.0826306343078613,3.2708449363708496,3.3476093292236326,3.3731974601745605,3.3936679649353025,4.0,3.107879161834717
2009-01-20,PO,2.678225874900818,2.7677131295204163,2.8214054822921755,2.839302933216095,2.8536208939552306,2.0,2.678225874900818
2009-01-27,PO,2.759847402572632,2.8798022270202637,3.2066208839416506,3.3155604362487794,3.4027120780944826,5.0,2.873397636413574
2009-02-03,PO,3.027149796485901,3.1134915351867676,3.237317752838135,3.278593158721924,3.311613483428955,4.0,2.966411292552948
2009-02-10,PO,3.329970598220825,3.329970598220825,3.329970598220825,3.329970598220825,3.329970598220825,1.0,3.329970598220825
2009-02-17,PO,3.132757067680359,3.2644144892692566,3.343408942222595,3.3697404265403748,3.3908056139945986,2.0,3.132757067680359
2009-02-24,PO,3.4795687198638916,3.5206762552261353,3.5453407764434814,3.55356228351593,3.5601394891738893,3.0,3.2710039615631104
2009-03-03,PO,2.965253233909607,3.097713530063629,3.1771897077560425,3.203681766986847,3.2248754143714904,2.0,2.965253233909607
2009-03-10,PO,2.804469108581543,3.04518985748291,3.4784872055053713,3.622919654846191,3.7384656143188475,4.0,2.9702341556549072
2009-03-17,PO,2.900561809539795,3.0498290061950684,3.1393893241882322,3.169242763519287,3.1931255149841307,3.0,2.968784968058268
2009-03-24,PO,2.596811532974243,2.596811532974243,2.596811532974243,2.596811532974243,2.596811532974243,1.0,2.596811532974243
2009-03-31,PO,3.1343796253204346,3.515960931777954,3.5351549625396728,3.5415529727935793,3.5466713809967043,5.0,3.0898605823516845
2009-04-07,PO,3.1467292308807373,3.237765312194824,3.5137211322784423,3.605706405639648,3.6792946243286133,5.0,3.0197108507156374
2009-04-14,PO,3.3218592405319214,3.533902943134308,3.6611291646957396,3.703537905216217,3.737464897632599,2.0,3.3218592405319214
2009-04-21,PO,2.659818410873413,2.659818410873413,2.659818410873413,2.659818410873413,2.659818410873413,1.0,2.659818410873413
2009-04-28,PO,2.434293746948242,2.857581615447998,3.1115543365478517,3.196211910247803,3.2639379692077637,3.0,2.6752497355143228
2009-05-05,LC,2.7307026386260986,2.7307026386260986,2.7307026386260986,2.7307026386260986,2.7307026386260986,1.0,2.7307026386260986
2009-05-05,PO,3.0509531497955322,3.1951746940612793,3.2817076206207276,3.3105519294738768,3.3336273765563966,3.0,3.136128028233846
2009-05-12,PO,3.106345295906067,3.3523605465888977,3.4862573862075807,3.530889666080475,3.5665954899787904,4.0,3.1485931277275085
2009-05-19,PO,3.006155490875244,3.233529567718506,3.325938034057617,3.356740856170654,3.381383113861084,5.0,2.9939642429351805
2009-05-26,PO,3.232905149459839,3.3289661407470703,3.3866027355194093,3.4058149337768553,3.4211846923828126,2.0,3.232905149459839
2009-06-02,PO,3.133461356163025,3.197961151599884,3.2366610288619997,3.2495609879493714,3.259880955219269,2.0,3.133461356163025
2009-06-09,PO,2.937970995903015,2.99330472946167,2.9980305671691894,2.9996058464050295,3.0008660697937013,4.0,2.9285489916801453
2009-06-16,PO,2.4966163635253906,2.821958065032959,3.0171630859375,3.0822314262390136,3.1342860984802248,3.0,2.580679416656494
2009-06-23,PO,3.300347328186035,3.300347328186035,3.300347328186035,3.300347328186035,3.300347328186035,1.0,3.300347328186035
2009-07-07,PO,3.115020275115967,3.115020275115967,3.115020275115967,3.115020275115967,3.115020275115967,1.0,3.115020275115967
2009-07-14,PO,2.860946536064148,3.0351244807243347,3.1153653383255007,3.1421122908592225,3.1635098528862,4.0,2.8757237792015076
2009-07-21,PO,2.9722516536712646,3.3954710960388184,3.7037028074264526,3.790682017803192,3.860265386104584,6.0,3.1080627838770547
2009-07-28,PO,3.1412408351898193,3.1412408351898193,3.1412408351898193,3.1412408351898193,3.1412408351898193,1.0,3.1412408351898193
2009-08-04,PO,2.731693744659424,2.73406720161438,2.7354912757873535,2.7359659671783447,2.736345720291138,2.0,2.731693744659424
2009-08-11,PO,3.039207935333252,3.042686343193054,3.0447733879089354,3.045469069480896,3.0460256147384643,2.0,3.039207935333252
2009-08-18,PO,2.791698932647705,2.791698932647705,2.791698932647705,2.791698932647705,2.791698932647705,1.0,2.791698932647705
2009-09-01,PO,2.8750275373458862,2.896309554576874,2.909078764915466,2.9133351683616637,2.916740291118622,2.0,2.8750275373458862
2009-09-08,PO,2.7495200634002686,2.7495200634002686,2.7495200634002686,2.7495200634002686,2.7495200634002686,1.0,2.7495200634002686
2009-09-15,PO,3.229746103286743,3.229746103286743,3.229746103286743,3.229746103286743,3.229746103286743,1.0,3.229746103286743
2009-09-22,PO,2.823867082595825,2.823867082595825,2.823867082595825,2.823867082595825,2.823867082595825,1.0,2.823867082595825
2009-09-29,PO,2.3846240043640137,2.4750781059265137,2.6146734237670897,2.661205196380615,2.6984306144714356,5.0,2.4595563411712646
2009-10-06,PO,3.0096349716186523,3.3016563653945923,3.316117763519287,3.320938229560852,3.324794602394104,4.0,2.9670518040657043
2009-10-13,PO,2.6618694067001343,2.8559053540229797,2.89826762676239,2.9123883843421936,2.9236849904060365,4.0,2.5124896466732025
2009-10-20,PO,2.5560779571533203,2.804716408252716,2.9547094106674194,2.988266170024872,3.015111577510834,6.0,2.509360373020172
2009-10-27,LC,2.9421929121017456,2.947963297367096,2.9514255285263062,2.952579605579376,2.9535028672218324,2.0,2.9421929121017456
2009-10-27,PO,2.8933911323547363,2.9037513732910156,2.9099675178527833,2.912039566040039,2.9136972045898437,3.0,2.8380162715911865
2009-11-10,PO,3.302455186843872,3.302455186843872,3.302455186843872,3.302455186843872,3.302455186843872,1.0,3.302455186843872
2009-12-01,PO,3.1660141944885254,3.1660141944885254,3.1660141944885254,3.1660141944885254,3.1660141944885254,1.0,3.1660141944885254
2009-12-08,PO,2.776327610015869,2.776327610015869,2.776327610015869,2.776327610015869,2.776327610015869,1.0,2.776327610015869
2009-12-15,PO,2.6349246501922607,2.7693580389022827,2.8500180721282957,2.8769047498703,2.898414092063904,2.0,2.6349246501922607
2009-12-22,PO,3.1923940181732178,3.1923940181732178,3.1923940181732178,3.1923940181732178,3.1923940181732178,1.0,3.1923940181732178
2009-12-29,PO,2.7508392333984375,2.7508392333984375,2.7508392333984375,2.7508392333984375,2.7508392333984375,1.0,2.7508392333984375
2010-01-05,PO,3.3012263774871826,3.3012263774871826,3.3012263774871826,3.3012263774871826,3.3012263774871826,1.0,3.3012263774871826
2010-01-19,PO,2.9418606758117676,2.9418606758117676,2.9418606758117676,2.9418606758117676,2.9418606758117676,1.0,2.9418606758117676
2010-01-26,PO,2.9146320819854736,3.1351521015167236,3.236241340637207,3.269937753677368,3.296894884109497,4.0,2.9241133332252502
2010-02-09,PO,2.964024066925049,3.1078275442123413,3.194109630584717,3.2228703260421754,3.245878882408142,2.0,2.964024066925049
2010-02-16,PO,2.5851993560791016,2.7565081119537354,2.8592933654785155,2.8935551166534426,2.920964517593384,3.0,2.6301631132761636
2010-02-23,PO,2.7833540439605713,2.7833540439605713,2.7833540439605713,2.7833540439605713,2.7833540439605713,1.0,2.7833540439605713
2010-03-09,PO,2.7265446186065674,2.7355393767356873,2.751729941368103,2.7571267962455748,2.7614442801475523,4.0,2.68159157037735
2010-03-16,PO,2.914753556251526,3.066970407962799,3.158300518989563,3.1887438893318176,3.2130985856056213,2.0,2.914753556251526
2010-03-23,PO,2.820591449737549,2.856362223625183,2.8778246879577636,2.8849788427352907,2.890702166557312,2.0,2.820591449737549
2010-04-06,PO,2.807213306427002,2.807213306427002,2.807213306427002,2.807213306427002,2.807213306427002,1.0,2.807213306427002
2010-04-13,PO,2.5363131761550903,2.606670916080475,2.6488855600357057,2.6629571080207826,2.674214346408844,2.0,2.5363131761550903
2010-04-20,PO,3.001585602760315,3.002267062664032,3.002675938606262,3.0028122305870055,3.0029212641716003,2.0,3.001585602760315
2010-04-27,PO,2.8436795473098755,3.0369590520858765,3.119123935699463,3.128095269203186,3.1352723360061647,6.0,2.8359817266464233
2010-05-04,PO,3.250271201133728,3.26316636800766,3.270903468132019,3.2734825015068054,3.2755457282066347,2.0,3.250271201133728
2010-05-11,PO,2.907688617706299,2.9277502298355103,2.939787197113037,2.9437995195388793,2.9470093774795534,3.0,2.8944684664408364
2010-05-11,SO,3.078374981880188,3.260672092437744,3.3086063861846924,3.324584484100342,3.3373669624328612,4.0,3.0841583609580994
2010-05-18,LC,2.724822998046875,2.724822998046875,2.724822998046875,2.724822998046875,2.724822998046875,1.0,2.724822998046875
2010-05-18,PO,2.995176315307617,3.034242630004883,3.057682418823242,3.0654956817626955,3.0717462921142578,3.0,2.849738518397013
2010-05-18,SO,3.3141074180603027,3.3141074180603027,3.3141074180603027,3.3141074180603027,3.3141074180603027,1.0,3.3141074180603027
2010-05-25,PO,3.0948575735092163,3.279408633708954,3.390139269828796,3.427049481868744,3.456577651500702,2.0,3.0948575735092163
2010-05-25,SO,3.121854782104492,3.2426936626434326,3.3324791431427,3.3624076366424562,3.3863504314422608,5.0,3.1107703685760497
2010-06-01,PO,2.711222767829895,2.9870737195014954,3.1525842905044557,3.2077544808387755,3.251890633106232,2.0,2.711222767829895
2010-06-01,SO,3.398322582244873,3.453901529312134,3.622981405258179,3.67934136390686,3.7244293308258056,5.0,3.405481052398682
2010-06-08,PO,2.1831443309783936,2.1831443309783936,2.1831443309783936,2.1831443309783936,2.1831443309783936,1.0,2.1831443309783936
